t,NO2_scaled
2025-02-15,-0.37136774675979906
2025-02-16,-0.6827002195944276
2025-02-17,-0.07666624361679061
2025-02-18,0.5293677323608466
2025-02-19,1.1354017083384835
2025-02-20,1.061112952864374
2025-02-21,0.9868241973902646
2025-02-22,0.9125354419161551
2025-02-23,0.8382466864420457
2025-02-24,0.7639579309679363
2025-02-25,0.6896691754938269
2025-02-26,0.5976533673552769
2025-02-27,0.5056375592167268
2025-02-28,0.4136217510781768
2025-03-01,0.3216059429396265
2025-03-02,0.2295901348010765
2025-03-03,0.1375743266625265
2025-03-04,0.04555851852397647
2025-03-05,-0.046457289614573787
2025-03-06,-0.1384730977531238
2025-03-07,-0.2304889058916738
2025-03-08,-0.32250471403022385
2025-03-09,-0.4145205221687739
2025-03-10,-0.5065363303073239
2025-03-11,-0.5985521384458741
2025-03-12,-0.2701393743884138
2025-03-13,-0.1581985295562056
2025-03-14,-0.0462576847239977
2025-03-15,0.06568316010821044
2025-03-16,0.1776240049404186
2025-03-17,0.28956484977262675
2025-03-18,0.40150569460483465
2025-03-19,0.5134465394370428
2025-03-20,0.625387384269251
2025-03-21,0.7373282291014589
2025-03-22,0.7306986834493454
2025-03-23,0.7240691377972323
2025-03-24,0.7174395921451189
2025-03-25,0.7108100464930057
2025-03-26,0.7041805008408922
2025-03-27,0.458447343371243
2025-03-28,0.2652141676725897
2025-03-29,0.07198099197393643
2025-03-30,-0.12125218372471684
2025-03-31,-0.31448535942336986
2025-04-01,-0.5077185351220233
2025-04-02,-0.4340156672572362
2025-04-03,-0.3603127993924493
2025-04-04,-0.2866099315276621
2025-04-05,-0.21290706366287518
2025-04-06,-0.13920419579808802
2025-04-07,-0.06550132793330109
2025-04-08,-0.06805858271226366
2025-04-09,-0.07061583749122621
2025-04-10,-0.07317309227018877
2025-04-11,-0.07573034704915134
2025-04-12,-0.0782876018281139
2025-04-13,-0.08084485660707647
2025-04-14,-0.08340211138603902
2025-04-15,-0.08595936616500159
2025-04-16,-0.08851662094396415
2025-04-17,-0.09107387572292672
2025-04-18,-0.09363113050188927
2025-04-19,-0.09618838528085184
2025-04-20,-0.0987456400598144
2025-04-21,-0.10130289483877697
2025-04-22,-0.10386014961773953
2025-04-23,2.1072823620027656
2025-04-24,4.31842487362327
2025-04-25,2.372965445373566
2025-04-26,0.4275060171238601
2025-04-27,1.217948575693293
2025-04-28,0.22693507509715974
2025-04-29,0.6731411621971831
2025-04-30,-0.15659295807134294
2025-05-01,0.8900603508772836
2025-05-02,0.3565908279491837
2025-05-03,-0.17687869497891634
2025-05-04,-0.7103482179070163
2025-05-05,-1.2438177408351163
2025-05-06,-1.2823868049925573
2025-05-07,-1.320955869149998
2025-05-08,-1.343278021456677
2025-05-09,-1.343278021456677
2025-05-10,-1.343278021456677
2025-05-11,0.4013842338687545
2025-05-12,0.30478699773337703
2025-05-13,0.20818976159799932
2025-05-14,0.1115925254626216
2025-05-15,0.014995289327244149
2025-05-16,-0.08160194680813355
2025-05-17,-0.178199182943511
2025-05-18,-0.3701729599608964
2025-05-19,-0.5621467369782818
2025-05-20,-0.7541205139956672
2025-05-21,-0.9460942910130525
2025-05-22,-0.6519731491347209
2025-05-23,-0.3578520072563896
2025-05-24,-0.063730865378058
2025-05-25,-1.0280088732327413
2025-05-26,-0.5303931034333739
2025-05-27,-0.03277733363400645
2025-05-28,0.4648384361653612
2025-05-29,0.3028189891551277
2025-05-30,-0.09489135575793141
2025-05-31,-0.2565227761240704
2025-06-01,-0.4181541964902091
2025-06-02,-0.579785616856348
2025-06-03,-0.7414170372224869
2025-06-04,-0.9030484575886258
2025-06-05,-1.0646798779547646
2025-06-06,-0.3417862221797421
2025-06-07,-0.57298429102035
2025-06-08,-0.804182359860958
2025-06-09,-0.8792372865682614
2025-06-10,-0.9542922132755648
2025-06-11,-0.26969477104822226
2025-06-12,-1.2207758678894003
2025-06-13,-1.1348750025461631
2025-06-14,-1.048974137202926
2025-06-15,-0.9630732718596889
2025-06-16,-0.7636200954317591
2025-06-17,-1.046350953726573
2025-06-18,-0.8773864602657216
2025-06-19,-0.7084219668048702
2025-06-20,-0.539457473344019
2025-06-21,-0.37049297988316754
2025-06-22,-0.4273719908012873
2025-06-23,-0.48425100171940716
2025-06-24,0.31195952754498396
2025-06-25,-0.18505929839038623
2025-06-26,-0.6820781243257567
2025-06-27,-1.179096950261127
2025-06-28,-0.9106175044112408
2025-06-29,-0.6421380585613545
2025-06-30,-0.37365861271146805
2025-07-01,-0.1969117424516112
2025-07-02,-0.7000154339454486
2025-07-03,-0.7230687410765055
2025-07-04,-0.7461220482075626
2025-07-05,-0.7691753553386195
2025-07-06,-0.8967159618746683
2025-07-07,-1.0242565684107172
2025-07-08,-1.1517971749467661
2025-07-09,1.646323145237058
2025-07-10,0.031237869894099848
2025-07-11,-0.8023353841727519
2025-07-12,-1.3347902942902738
2025-07-13,-1.343278021456677
2025-07-14,2.333547276901335
2025-07-15,-0.2550147317472046
2025-07-16,0.037588638199223694
2025-07-17,-0.2963311104705805
2025-07-18,3.034424332146964
2025-07-19,0.3394404706983601
2025-07-20,0.06938201982943695
2025-07-21,-0.3299630891374405
2025-07-22,-0.14039755941468673
2025-07-23,-0.5974841277758314
2025-07-24,-0.6759132266006717
2025-07-25,-1.1312756110862499
2025-07-26,-0.5861771196695851
2025-07-27,-0.27472502821375805
2025-07-28,-0.5091737464556165
2025-07-29,-0.6156521818940837
2025-07-30,-0.8305856301546208
2025-07-31,-0.5979699826047638
2025-08-01,-1.0331579289812376
2025-08-02,-0.38542313084669066
2025-08-03,-0.2987157816658777
2025-08-04,-0.4387947134336436
2025-08-05,-0.5788736452014095
2025-08-06,-0.7189525769691755
2025-08-07,-0.3538709830737136
2025-08-08,-1.2131055011829002
2025-08-09,-0.49574455069781714
2025-08-10,-0.6431037462862474
2025-08-11,-0.8376070471228564
2025-08-12,-0.6307567870792232
2025-08-13,-0.6637552327266879
2025-08-14,-0.6702707574099213
2025-08-15,-0.05099520804635335
2025-08-16,-1.0195007804202696
2025-08-17,-1.2790635440576634
2025-08-18,-0.949755286359998
2025-08-19,-0.6204470286623325
2025-08-20,-0.29113877096466695
2025-08-21,-0.5546640841551639
2025-08-22,-0.8181893973456605
2025-08-23,-1.0817147105361573
2025-08-24,-0.5018846048296829
2025-08-25,-0.7344793948852327
2025-08-26,-0.201666538076945
2025-08-27,1.6116579896983405
2025-08-28,-1.0995137474474346
2025-08-29,-0.9868295835104108
2025-08-30,-0.5089798965469863
2025-08-31,-0.557356447958789
2025-09-01,-1.058806193634813
2025-09-02,-0.6273471037406093
2025-09-03,-1.2309590171562312
2025-09-04,-0.7965948312780027
2025-09-05,0.10375641833212725
2025-09-06,-0.266921009536044
2025-09-07,-0.7749973059419217
2025-09-08,-0.6355726577263492
2025-09-09,-0.49614800951077653
2025-09-10,-0.5396458503887583
2025-09-11,-0.5831436912667401
2025-09-12,-0.685183152762906
2025-09-13,-1.0324325873330538
2025-09-14,-0.1808366041852088
2025-09-15,-0.54253240281246
2025-09-16,-0.7035896597391534
2025-09-17,-0.7815800024529757
2025-09-18,-0.859570345166798
2025-09-19,-0.9375606878806202
2025-09-20,-1.0155510305944424
2025-09-21,-1.0935413733082646
2025-09-22,-0.13087844858969408
2025-09-23,2.5105767751225145
2025-09-24,0.8299237380598109
2025-09-25,-0.5128009538502455
2025-09-26,-0.46274375189714856
2025-09-27,-0.12288571415579458
2025-09-28,-0.7460165841594242
2025-09-29,-0.4910285963618822
2025-09-30,-0.23604060856434017
2025-10-01,0.018947379233201708
2025-10-02,0.27393536703074356
2025-10-03,0.5289233548282857
2025-10-04,-0.6069488308464429
2025-10-05,-1.1889492711451757
2025-10-06,0.08446755021209035
2025-10-07,-0.039257252019265686
2025-10-08,2.2600454669624415
2025-10-09,-0.40661291890944135
2025-10-10,-0.3078688702061546
2025-10-11,-0.45661434489218444
2025-10-12,-0.6053598195782143
2025-10-13,-0.7541052942642441
2025-10-14,-0.9028507689502739
2025-10-15,-0.8183036946317727
2025-10-16,-0.7337566203132714
2025-10-17,-0.9901853939021901
2025-10-18,-0.9091395174069407
2025-10-19,0.5421924648605472
2025-10-20,0.5421924648605472
2025-10-21,0.5421924648605472
2025-10-22,0.5421924648605472
